Target,Message
0,hey mate spoke mag peopl deliv end month deliv talk later
1,time tri contact u pound prize claim easi call per minut
0,know grumpi old peopl mom like better lie alway one play joke
0,
0,guy leav
0,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep
0,scotland hope show jjc tendenc take care live dream
1,premium phone servic call
0,enjoy ur life good night
0,yup
0,hi durban still number
1,u r subscrib textcomp wkli comp wk free question follow subsequ wk charg unsubscrib txt stop custcar
0,trip ok quit tire lor uni start today ok co take modul ju concentr final yr project
0,yup finish c
0,alex nichol middl school turn deal
0,time come tomorrow
0,machan go gym tomorrow wil come late goodnight
0,hey loverboy love tell look pictur ach feel leg fuck want need crave
1,congrat mobil videophon r call videochat wid ur mate play java game dload polyph music nolin rentl
0,doesnt need test
0,send id password
0,ye pretti ladi like singl
0,mm ye dear look hug
0,might come kerala prepar take leav finalis plan travel finish urgent work
0,u turn heater heater set lt gt degre
0,like person size
1,free rington repli real poli eg pushbutton dontcha babygoodby golddigg webeburnin tone free u join
0,night worri appt shame miss girl night quizz popcorn hair
0,say hi get ass back south tampa prefer kegger
0,want custom offic discount oh
0,told hr want post chennai work
0,alway yahoo messeng send messag get may send mobil mode sha get repli
0,well littl time thing good time ahead
0,dai da send resum id
0,ok anyway need chang said
0,oh come tomorrow
0,ok r meet later
0,ever easier
1,freemsg hey u got fone repli wild txt ill send u pic hurri im bore work xxx
0,tension face smile face wast face innoc face face face face face face lt gt face
0,tell drug dealer get impati
0,ard lor ok messag lor
0,e person e sm survey
0,wait bu stop aft ur lect lar dun c go get car come back n pick
0,ask u meet da ge tmr nite
0,ju finish blow hair u finish dinner alreadi
0,u reckon need arrang transport u ca thank
0,ok arm feel weak cuz got shot go anoth time
0,raviyog peripher bhayandar east
1,import custom servic announc call freephon
0,sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid amount still quit short hope would help good day abiola
0,well know mean text
0,k k also fine complet cours
0,reach ur home lt gt minut
0,u get messag
0,ju chillaxin
1,today vodafon number end select receiv award number match call receiv award
0,got lt gt way could pick
0,go write ccna exam week
0,good morn repair shop reason hour
0,fyi gon na call sporad start like lt gt bc doin shit
1,pleas call immedi urgent messag wait
1,dear u invit xchat final attempt contact u txt chat ldn yr
0,yep get program slack
0,sunday holiday work
0,yup ok
0,hi chikku send nice msg
0,huh mean comput scienc like dat one push n
0,dear sleep
1,sorri miss call let talk time
0,ok prob
0,check audrey statu right
0,think da wil
0,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf studi
1,freemsg claim ur sm ok use ur mate etc join c remov txtx stop
0,armand say get ass epsilon
0,ok bu come soon come otherwis tomorrow
0,yeah tote u wan na
0,u wake alreadi thanx e tau sar piah quit nice
0,dont thnk wrong call us
0,ca speak bcaz mobil problem listen listen voic call later
0,hmmm thought said hour slave late punish
0,ye dont care need bad princess
0,olol print forum post guy exact prob fix gpu replac hope dont ignor
0,say good sign well know track record read women
0,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
0,pansi live jungl two year drive worri
0,sorri hurt
0,room
0,see
0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife
0,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop
0,toshiba porteg gd
0,sorri flake last night shit serious goin roommat tonight
0,oki
1,wan na get laid want real dog locat sent direct ur mobil join uk largest dog network txt park nyt
0,noe ben go
0,hey told name gautham ah
1,okmail dear dave final notic collect tenerif holiday cash award call landlin tc sae
0,dont know oh
0,also piec
0,watch tv
0,cloth jewelri trip
0,misplac number send text old number wonder heard year best mcat got number atlanta friend
0,want pleas insid outsid bedroom
0,k k detail want transfer acc enough
0,make time tonight whenev cool text whenev around
1,thank rington order refer number mobil charg tone arriv pleas call custom servic
0,wat r u
1,congrat mobil videophon r call videochat wid ur mate play java game dload polyh music nolin rentl
0,poor babi hope urfeel bettersn luv probthat overdos work hey go care spk u sn lot lovejen
0,fine got enough bud last night least
1,urgent mobil number award prize guarante call land line claim valid
1,natalja invit friend repli see stop send stop frnd
0,u free sat rite u wan watch infern affair wif n darren n mayb xy
0,send bec templ na
1,import inform orang user today ur lucki day find log onto http fantast prizeawait
0,part check iq
0,sorri call later meet
0,ask u knw nt may ur frnd classmat
0,u call
0,met stranger choos friend long world stand friendship never end let friend forev gud nitz
0,sort code acc bank natwest repli confirm sent right person
1,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x
0,soon real thing princess make wet
1,shop till u drop either cash travel voucher call ntt po box fixedlin cost mobil vari
0,well obvious peopl cool colleg life went home
0,wan go c doctor
0,fuck babe happen come never came back
0,pock
1,free entri weekli comp send word win c
1,wml c ringtoneåá
0,ugh hope asu ppl dont randomli reformat
0,cough noth
0,meant calcul lt gt unit lt gt school realli expens start practic accent import decid dental school nmde exam
0,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
0,problem u frm wat matter
0,work go min
0,take italian food pretti dress panti
0,hi email address chang
0,sweet well princess pleas tell like dislik bed
0,thanx u darlin im cool thanx bday drink nite take care c u
0,vl bcum difficult
0,lol could starv lose pound end day
1,congratul u claim vip row ticket c blu concert novemb blu gift guarante call claim ts cs
0,tension ah machi problem
0,see half hour
0,want grasp pretti booti
0,reach ard min ok
1,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
1,loan purpos homeown tenant welcom previous refus still help call free text back
0,sure still avail though
0,forgot ask smth card da present lei ìï want write smth sign
0,come home want u miser
0,littl med say take everi hour pain back took anoth hope die
1,pro video club need help info call must club credit redeem enjoy
1,privat account statement show point call identifi code expir
1,congratul thank good friend u xma prize claim easi call per minut
0,ya nice readi thursday
0,get gift year didnt get anyth bad
0,b go esplanad fr home
0,get free call
0,aight head
0,thk u dun haf hint e forum alreadi lor co told ron n darren go tell shuhui
0,valentin game send di msg ur friend answer r someon realli love colour suit best rpli
1,winner u special select receiv cash holiday flight inc speak live oper claim
0,diet ate mani slice pizza yesterday ugh alway diet
0,world famamu
0,good morn princess happi new year
0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
0,dled imp
0,ok take
0,quit late lar ard anyway wun b drivin
1,free text messag valid decemb
0,oh well c u later
1,urgent tri contact today draw show prize guarante call land line claim valid
1,back work half term u c sexi passion go back chat luv dena call
0,u u u b move flat co need arrang pick lamp etc take care hello carolin
0,wish famili merri ma happi new year advanc
0,okay lor wah like def wont let us go haha say term condit
0,hi test lt gt rd
0,lol ok rememb til last nite
0,noe la u wana pei bf oso rite k lor day den
0,career tel ad u contact send free sm remov phonebook sm lt gt
0,drinkin ok
0,pl call da happen
0,k fyi x ride earli tomorrow morn crash place tonight
0,plan pongal
0,normal use drink water daili
0,didnt holla
0,keep away like
0,ebay might less elsewher
0,haha sound crazi dunno tahan anot
0,aaooooright work
0,sent
0,depend qualiti want type sent boy fade glori want ralph mayb
0,guy close
0,okay good problem thanx
0,take mokka player
0,awesom gon na soon later tonight
0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng
0,alway make thing bigger
0,miss call caus yell scrappi miss ca wait u come home lone today
1,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
0,take half day leav bec well
1,doubl min txt free bluetooth orang avail soni nokia motorola phone call
0,ga station go
0,jay say
0,fishrman woke earli mrng dark wait amp found sack ful stone strtd throwin thm sea pass time atlast ju sun rose amp found tht r nt stone diamond moral wake earli mrng good night
1,voucher marsm log onto discount credit opt repli stop custom care call
0,know shall speak lt gt minut
0,gon na way specif
0,hit move
0,morn ok
0,hey anyway
0,got back dislik bed
0,e time go w u lor
0,gone get info bt dont know
0,ya ok vikki vl c witin lt gt min il repli u
0,k give back thank
0,oh ho first time u use type word
0,aight grab someth eat text back mu
0,u doin babi girl hope u okay everi time call ure phone miss u get touch
0,tomarrow want got court lt decim gt come bu stand
0,happi birthday may ur dream come true
1,bloomberg center wait appli futur http
1,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli per pole unsub
0,chang e one next escal
0,ha ha pop loo hello
0,march end readi call sure problem capit never complet far work ladi
0,fact leav think addi goe back school tue wed
0,whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say ju walk wid littl amp promis bring back ur smile
1,mobil mth updat latest orang phone free save free call text ye callback orno opt
0,sure drive reach destin soon
0,per request alaipayuth set callertun caller press copi friend callertun
0,see
0,two team wait player
